# t[s]	Prec [mm]
81964800	0.0000
81968400	0.0000
81972000	0.0000
81975600	0.0000
81979200	0.0000
81982800	0.0000
81986400	0.0000
81990000	0.0000
81993600	0.0000
81997200	0.0000
82000800	0.0000
82004400	0.0000
82008000	0.0000
82011600	0.0000
82015200	0.0000
82018800	0.0000
82022400	0.0000
82026000	0.0000
82029600	0.0000
82033200	0.0000
82036800	0.0000
82040400	0.0000
82044000	0.0000
82047600	0.0000
82051200	0.0000
82054800	0.0000
82058400	0.0000
82062000	0.0000
82065600	0.0000
82069200	0.0000
82072800	0.0000
82076400	0.0000
82080000	0.0000
82083600	0.0000
82087200	0.0000
82090800	0.0000
82094400	0.0000
82098000	0.0000
82101600	0.0000
82105200	0.0000
82108800	0.0000
82112400	0.0000
82116000	0.0000
82119600	0.0000
82123200	0.0000
82126800	0.0000
82130400	0.0000
82134000	0.0000
82137600	0.0000
82141200	0.0000
82144800	0.0000
82148400	0.0000
82152000	0.0000
82155600	0.0000
82159200	0.0000
82162800	0.0000
82166400	0.0000
82170000	0.0000
82173600	0.0000
82177200	0.0000
82180800	0.0000
82184400	0.0000
82188000	0.0000
82191600	0.0000
82195200	0.0000
82198800	0.0000
82202400	0.0000
82206000	0.0000
82209600	0.0000
82213200	0.0000
82216800	0.0000
82220400	0.0000
82224000	0.0000
82227600	0.0000
82231200	0.0000
82234800	0.0000
82238400	0.0000
82242000	0.0000
82245600	0.0000
82249200	0.0000
82252800	0.0000
82256400	0.0000
82260000	0.0000
82263600	0.0000
82267200	0.0000
82270800	0.0000
82274400	0.0000
82278000	0.0000
82281600	0.0000
82285200	0.0000
82288800	0.0000
82292400	0.0000
82296000	0.0000
82299600	0.0000
82303200	0.0000
82306800	0.0000
82310400	0.0000
82314000	0.0000
82317600	0.0000
82321200	0.0000
82324800	0.0000
82328400	0.0000
82332000	0.0000
82335600	0.0000
82339200	0.0000
82342800	0.0000
82346400	0.0000
82350000	0.0000
82353600	0.0000
82357200	0.0000
82360800	0.0000
82364400	0.0000
82368000	0.0000
82371600	0.0000
82375200	0.0000
82378800	0.0000
82382400	0.0000
82386000	0.0000
82389600	0.0000
82393200	0.0000
82396800	0.0000
82400400	0.0000
82404000	0.0000
82407600	0.0000
82411200	0.0000
82414800	0.0000
82418400	0.0000
82422000	0.0000
82425600	0.0035
82429200	0.0059
82432800	0.0076
82436400	0.0080
82440000	0.0081
82443600	0.0082
82447200	0.0089
82450800	0.0135
82454400	0.0205
82458000	0.0244
82461600	0.0254
82465200	0.0255
82468800	0.0257
82472400	0.0260
82476000	0.0262
82479600	0.0270
82483200	0.0281
82486800	0.0289
82490400	0.0297
82494000	0.0297
82497600	0.0297
82501200	0.0297
82504800	0.0298
82508400	0.0300
82512000	0.0000
82515600	0.0000
82519200	0.0000
82522800	0.0000
82526400	0.0000
82530000	0.0000
82533600	0.0000
82537200	0.0000
82540800	0.0000
82544400	0.0000
82548000	0.0000
82551600	0.0000
82555200	0.0000
82558800	0.0000
82562400	0.0000
82566000	0.0000
82569600	0.0000
82573200	0.0000
82576800	0.0000
82580400	0.0000
82584000	0.0000
82587600	0.0000
82591200	0.0000
82594800	0.0000
82598400	0.0000
82602000	0.0000
82605600	0.0000
82609200	0.0000
82612800	0.0000
82616400	0.0000
82620000	0.0000
82623600	0.0000
82627200	0.0000
82630800	0.0000
82634400	0.0000
82638000	0.0000
82641600	0.0000
82645200	0.0000
82648800	0.0000
82652400	0.0000
82656000	0.0000
82659600	0.0000
82663200	0.0000
82666800	0.0000
82670400	0.0000
82674000	0.0000
82677600	0.0000
82681200	0.0000
82684800	0.0000
82688400	0.0000
82692000	0.0000
82695600	0.0000
82699200	0.0000
82702800	0.0000
82706400	0.0000
82710000	0.0000
82713600	0.0000
82717200	0.0000
82720800	0.0000
82724400	0.0000
82728000	0.0000
82731600	0.0000
82735200	0.0000
82738800	0.0000
82742400	0.0000
82746000	0.0000
82749600	0.0000
82753200	0.0000
82756800	0.0000
82760400	0.0000
82764000	0.0000
82767600	0.0000
82771200	0.0000
82774800	0.0000
82778400	0.0000
82782000	0.0000
82785600	0.0000
82789200	0.0000
82792800	0.0000
82796400	0.0000
82800000	0.0000
82803600	0.0000
82807200	0.0000
82810800	0.0000
82814400	0.0000
82818000	0.0000
82821600	0.0000
82825200	0.0000
82828800	0.0000
82832400	0.0000
82836000	0.0000
82839600	0.0000
82843200	0.0000
82846800	0.0000
82850400	0.0000
82854000	0.0000
82857600	0.0000
82861200	0.0000
82864800	0.0000
82868400	0.0000
82872000	0.0000
82875600	0.0000
82879200	0.0000
82882800	0.0000
82886400	0.0000
82890000	0.0000
82893600	0.0000
82897200	0.0000
82900800	0.0000
82904400	0.0000
82908000	0.0000
82911600	0.0000
82915200	0.0000
82918800	0.0000
82922400	0.0000
82926000	0.0000
82929600	0.0000
82933200	0.0000
82936800	0.0000
82940400	0.0000
82944000	0.0001
82947600	0.0120
82951200	0.0303
82954800	0.0484
82958400	0.0618
82962000	0.0775
82965600	0.0889
82969200	0.1112
82972800	0.1189
82976400	0.1255
82980000	0.1441
82983600	0.1935
82987200	0.2655
82990800	0.3296
82994400	0.3865
82998000	0.4255
83001600	0.4509
83005200	0.4675
83008800	0.4751
83012400	0.4759
83016000	0.4773
83019600	0.4779
83023200	0.4780
83026800	0.4781
83030400	0.0828
83034000	0.0000
83037600	0.0000
83041200	0.0001
83044800	0.0001
83048400	0.0001
83052000	0.0001
83055600	0.0002
83059200	0.0008
83062800	0.0010
83066400	0.0018
83070000	0.0104
83073600	0.0201
83077200	0.0216
83080800	0.0241
83084400	0.0257
83088000	0.0261
83091600	0.0263
83095200	0.0264
83098800	0.0264
83102400	0.0264
83106000	0.0264
83109600	0.0264
83113200	0.0265
83116800	0.0465
83120400	0.0000
83124000	0.0000
83127600	0.0000
83131200	0.0000
83134800	0.0000
83138400	0.0002
83142000	0.0049
83145600	0.0082
83149200	0.0084
83152800	0.0088
83156400	0.0091
83160000	0.0095
83163600	0.0095
83167200	0.0095
83170800	0.0095
83174400	0.0095
83178000	0.0095
83181600	0.0095
83185200	0.0095
83188800	0.0095
83192400	0.0095
83196000	0.0095
83199600	0.0095
83203200	0.0000
83206800	0.0000
83210400	0.0000
83214000	0.0000
83217600	0.0000
83221200	0.0000
83224800	0.0000
83228400	0.0000
83232000	0.0000
83235600	0.0000
83239200	0.0000
83242800	0.0000
83246400	0.0000
83250000	0.0000
83253600	0.0000
83257200	0.0000
83260800	0.0000
83264400	0.0000
83268000	0.0000
83271600	0.0000
83275200	0.0000
83278800	0.0000
83282400	0.0000
83286000	0.0000
83289600	0.0000
83293200	0.0000
83296800	0.0000
83300400	0.0000
83304000	0.0000
83307600	0.0000
83311200	0.0000
83314800	0.0000
83318400	0.0000
83322000	0.0000
83325600	0.0000
83329200	0.0000
83332800	0.0000
83336400	0.0000
83340000	0.0000
83343600	0.0000
83347200	0.0000
83350800	0.0000
83354400	0.0000
83358000	0.0000
83361600	0.0000
83365200	0.0000
83368800	0.0000
83372400	0.0000
83376000	0.0000
83379600	0.0000
83383200	0.0000
83386800	0.0000
83390400	0.0000
83394000	0.0000
83397600	0.0000
83401200	0.0000
83404800	0.0000
83408400	0.0000
83412000	0.0000
83415600	0.0000
83419200	0.0000
83422800	0.0000
83426400	0.0000
83430000	0.0000
83433600	0.0000
83437200	0.0000
83440800	0.0000
83444400	0.0000
83448000	0.0000
83451600	0.0000
83455200	0.0000
83458800	0.0000
83462400	0.0100
83466000	0.0002
83469600	0.0006
83473200	0.0011
83476800	0.0023
83480400	0.0043
83484000	0.0057
83487600	0.0063
83491200	0.0065
83494800	0.0067
83498400	0.0081
83502000	0.0097
83505600	0.0107
83509200	0.0114
83512800	0.0115
83516400	0.0116
83520000	0.0116
83523600	0.0116
83527200	0.0117
83530800	0.0117
83534400	0.0117
83538000	0.0117
83541600	0.0117
83545200	0.0117
83548800	0.1325
83552400	0.0000
83556000	0.0005
83559600	0.0522
83563200	0.1119
83566800	0.1397
83570400	0.1443
83574000	0.1496
83577600	0.1872
83581200	0.1973
83584800	0.2072
83588400	0.2118
83592000	0.2152
83595600	0.2180
83599200	0.2199
83602800	0.2206
83606400	0.2209
83610000	0.2210
83613600	0.2212
83617200	0.2212
83620800	0.2220
83624400	0.2250
83628000	0.2269
83631600	0.2341
83635200	0.0000
83638800	0.0000
83642400	0.0000
83646000	0.0000
83649600	0.0000
83653200	0.0000
83656800	0.0000
83660400	0.0000
83664000	0.0000
83667600	0.0000
83671200	0.0000
83674800	0.0000
83678400	0.0000
83682000	0.0000
83685600	0.0000
83689200	0.0000
83692800	0.0000
83696400	0.0000
83700000	0.0000
83703600	0.0000
83707200	0.0000
83710800	0.0000
83714400	0.0000
83718000	0.0000
83721600	0.0000
83725200	0.0000
83728800	0.0000
83732400	0.0000
83736000	0.0000
83739600	0.0000
83743200	0.0000
83746800	0.0000
83750400	0.0000
83754000	0.0000
83757600	0.0000
83761200	0.0000
83764800	0.0000
83768400	0.0000
83772000	0.0000
83775600	0.0000
83779200	0.0000
83782800	0.0000
83786400	0.0000
83790000	0.0000
83793600	0.0000
83797200	0.0000
83800800	0.0000
83804400	0.0000
83808000	0.0000
83811600	0.0000
83815200	0.0000
83818800	0.0000
83822400	0.0000
83826000	0.0000
83829600	0.0000
83833200	0.0000
83836800	0.0000
83840400	0.0000
83844000	0.0000
83847600	0.0000
83851200	0.0000
83854800	0.0000
83858400	0.0000
83862000	0.0000
83865600	0.0000
83869200	0.0000
83872800	0.0000
83876400	0.0000
83880000	0.0000
83883600	0.0000
83887200	0.0000
83890800	0.0000
83894400	0.0000
83898000	0.0000
83901600	0.0000
83905200	0.0000
83908800	0.0000
83912400	0.0000
83916000	0.0000
83919600	0.0000
83923200	0.0000
83926800	0.0000
83930400	0.0000
83934000	0.0000
83937600	0.0000
83941200	0.0000
83944800	0.0000
83948400	0.0000
83952000	0.0000
83955600	0.0000
83959200	0.0000
83962800	0.0000
83966400	0.0000
83970000	0.0000
83973600	0.0000
83977200	0.0000
83980800	0.0000
83984400	0.0000
83988000	0.0000
83991600	0.0000
83995200	0.0000
83998800	0.0000
84002400	0.0000
84006000	0.0000
84009600	0.0000
84013200	0.0000
84016800	0.0000
84020400	0.0000
84024000	0.0000
84027600	0.0000
84031200	0.0000
84034800	0.0000
84038400	0.0000
84042000	0.0000
84045600	0.0000
84049200	0.0000
84052800	0.0000
84056400	0.0000
84060000	0.0000
84063600	0.0000
84067200	0.0000
84070800	0.0000
84074400	0.0000
84078000	0.0000
84081600	0.0000
84085200	0.0000
84088800	0.0000
84092400	0.0000
84096000	0.0000
84099600	0.0000
84103200	0.0000
84106800	0.0000
84110400	0.0000
84114000	0.0000
84117600	0.0000
84121200	0.0000
84124800	0.0000
84128400	0.0000
84132000	0.0000
84135600	0.0000
84139200	0.0000
84142800	0.0000
84146400	0.0000
84150000	0.0000
84153600	0.0000
84157200	0.0000
84160800	0.0000
84164400	0.0000
84168000	0.0000
84171600	0.0000
84175200	0.0000
84178800	0.0000
84182400	0.0000
84186000	0.0000
84189600	0.0000
84193200	0.0000
84196800	0.0000
84200400	0.0000
84204000	0.0000
84207600	0.0000
84211200	0.0000
84214800	0.0000
84218400	0.0000
84222000	0.0000
84225600	0.0000
84229200	0.0000
84232800	0.0000
84236400	0.0000
84240000	0.0000
84243600	0.0000
84247200	0.0000
84250800	0.0000
84254400	0.0000
84258000	0.0000
84261600	0.0000
84265200	0.0000
84268800	0.0000
84272400	0.0000
84276000	0.0000
84279600	0.0000
84283200	0.0000
84286800	0.0000
84290400	0.0000
84294000	0.0000
84297600	0.0000
84301200	0.0000
84304800	0.0000
84308400	0.0000
84312000	0.0000
84315600	0.0000
84319200	0.0000
84322800	0.0000
84326400	0.0000
84330000	0.0000
84333600	0.0000
84337200	0.0000
84340800	0.0000
84344400	0.0000
84348000	0.0000
84351600	0.0000
84355200	0.0000
84358800	0.0000
84362400	0.0000
84366000	0.0000
84369600	0.0000
84373200	0.0000
84376800	0.0000
84380400	0.0000
84384000	0.0000
84387600	0.0000
84391200	0.0000
84394800	0.0000
84398400	0.0000
84402000	0.0000
84405600	0.0000
84409200	0.0000
84412800	0.0000
84416400	0.0000
84420000	0.0000
84423600	0.0000
84427200	0.0000
84430800	0.0000
84434400	0.0000
84438000	0.0000
84441600	0.0000
84445200	0.0000
84448800	0.0000
84452400	0.0000
84456000	0.0000
84459600	0.0000
84463200	0.0000
84466800	0.0000
84470400	0.0000
84474000	0.0000
84477600	0.0000
84481200	0.0000
84484800	0.0000
84488400	0.0000
84492000	0.0000
84495600	0.0000
84499200	0.0065
84502800	0.0002
84506400	0.0003
84510000	0.0005
84513600	0.0008
84517200	0.0012
84520800	0.0016
84524400	0.0019
84528000	0.0022
84531600	0.0024
84535200	0.0026
84538800	0.0027
84542400	0.0028
84546000	0.0031
84549600	0.0034
84553200	0.0037
84556800	0.0040
84560400	0.0042
84564000	0.0048
84567600	0.0072
84571200	0.0099
84574800	0.0112
84578400	0.0114
84582000	0.0116
84585600	0.0834
84589200	0.0000
84592800	0.0000
84596400	0.0004
84600000	0.0004
84603600	0.0007
84607200	0.0011
84610800	0.0018
84614400	0.0029
84618000	0.0043
84621600	0.0061
84625200	0.0069
84628800	0.0069
84632400	0.0069
84636000	0.0069
84639600	0.0072
84643200	0.0072
84646800	0.0076
84650400	0.0076
84654000	0.0079
84657600	0.0079
84661200	0.0083
84664800	0.0087
84668400	0.0090
84672000	0.0000
84675600	0.0000
84679200	0.0000
84682800	0.0000
84686400	0.0000
84690000	0.0000
84693600	0.0000
84697200	0.0000
84700800	0.0000
84704400	0.0000
84708000	0.0000
84711600	0.0000
84715200	0.0000
84718800	0.0000
84722400	0.0000
84726000	0.0000
84729600	0.0000
84733200	0.0000
84736800	0.0000
84740400	0.0000
84744000	0.0000
84747600	0.0000
84751200	0.0000
84754800	0.0000
84758400	0.1459
84762000	0.0020
84765600	0.0071
84769200	0.0161
84772800	0.0204
84776400	0.0235
84780000	0.0311
84783600	0.0352
84787200	0.0418
84790800	0.0487
84794400	0.0528
84798000	0.0551
84801600	0.0584
84805200	0.0674
84808800	0.1143
84812400	0.2156
84816000	0.3819
84819600	0.6054
84823200	0.8246
84826800	0.9815
84830400	1.1713
84834000	1.3810
84837600	1.6287
84841200	1.8900
84844800	0.1793
84848400	0.0230
84852000	0.0398
84855600	0.0534
84859200	0.0638
84862800	0.0710
84866400	0.0768
84870000	0.0831
84873600	0.0925
84877200	0.1017
84880800	0.1079
84884400	0.1110
84888000	0.1128
84891600	0.1138
84895200	0.1145
84898800	0.1151
84902400	0.1157
84906000	0.1162
84909600	0.1166
84913200	0.1172
84916800	0.1178
84920400	0.1184
84924000	0.1189
84927600	0.1194
84931200	0.0000
84934800	0.0000
84938400	0.0000
84942000	0.0000
84945600	0.0000
84949200	0.0000
84952800	0.0000
84956400	0.0000
84960000	0.0000
84963600	0.0000
84967200	0.0000
84970800	0.0000
84974400	0.0000
84978000	0.0000
84981600	0.0000
84985200	0.0000
84988800	0.0000
84992400	0.0000
84996000	0.0000
84999600	0.0000
85003200	0.0000
85006800	0.0000
85010400	0.0000
85014000	0.0000
85017600	0.0000
85021200	0.0000
85024800	0.0000
85028400	0.0000
85032000	0.0000
85035600	0.0000
85039200	0.0000
85042800	0.0000
85046400	0.0000
85050000	0.0000
85053600	0.0000
85057200	0.0000
85060800	0.0000
85064400	0.0000
85068000	0.0000
85071600	0.0000
85075200	0.0000
85078800	0.0000
85082400	0.0000
85086000	0.0000
85089600	0.0000
85093200	0.0000
85096800	0.0000
85100400	0.0000
85104000	0.0000
85107600	0.0000
85111200	0.0000
85114800	0.0000
85118400	0.0000
85122000	0.0000
85125600	0.0000
85129200	0.0000
85132800	0.0000
85136400	0.0000
85140000	0.0000
85143600	0.0000
85147200	0.0000
85150800	0.0000
85154400	0.0000
85158000	0.0000
85161600	0.0000
85165200	0.0000
85168800	0.0000
85172400	0.0000
85176000	0.0000
85179600	0.0000
85183200	0.0000
85186800	0.0000
85190400	0.0000
85194000	0.0000
85197600	0.0000
85201200	0.0000
85204800	0.0000
85208400	0.0000
85212000	0.0000
85215600	0.0000
85219200	0.0000
85222800	0.0000
85226400	0.0000
85230000	0.0000
85233600	0.0000
85237200	0.0000
85240800	0.0000
85244400	0.0000
85248000	0.0000
85251600	0.0000
85255200	0.0000
85258800	0.0000
85262400	0.0000
85266000	0.0000
85269600	0.0000
85273200	0.0000
85276800	0.0051
85280400	0.0004
85284000	0.0007
85287600	0.0012
85291200	0.0016
85294800	0.0021
85298400	0.0026
85302000	0.0030
85305600	0.0035
85309200	0.0038
85312800	0.0041
85316400	0.0043
85320000	0.0046
85323600	0.0049
85327200	0.0051
85330800	0.0053
85334400	0.0055
85338000	0.0056
85341600	0.0058
85345200	0.0059
85348800	0.0061
85352400	0.0062
85356000	0.0063
85359600	0.0064
85363200	0.0000
85366800	0.0000
85370400	0.0000
85374000	0.0000
85377600	0.0000
85381200	0.0000
85384800	0.0000
85388400	0.0000
85392000	0.0000
85395600	0.0000
85399200	0.0000
85402800	0.0000
85406400	0.0000
85410000	0.0000
85413600	0.0000
85417200	0.0000
85420800	0.0000
85424400	0.0000
85428000	0.0000
85431600	0.0000
85435200	0.0000
85438800	0.0000
85442400	0.0000
85446000	0.0000
85449600	0.0000
85453200	0.0000
85456800	0.0000
85460400	0.0000
85464000	0.0000
85467600	0.0000
85471200	0.0000
85474800	0.0000
85478400	0.0000
85482000	0.0000
85485600	0.0000
85489200	0.0000
85492800	0.0000
85496400	0.0000
85500000	0.0000
85503600	0.0000
85507200	0.0000
85510800	0.0000
85514400	0.0000
85518000	0.0000
85521600	0.0000
85525200	0.0000
85528800	0.0000
85532400	0.0000
85536000	0.0000
85539600	0.0000
85543200	0.0000
85546800	0.0000
85550400	0.0000
85554000	0.0000
85557600	0.0000
85561200	0.0000
85564800	0.0000
85568400	0.0000
85572000	0.0000
85575600	0.0000
85579200	0.0000
85582800	0.0000
85586400	0.0000
85590000	0.0000
85593600	0.0000
85597200	0.0000
85600800	0.0000
85604400	0.0000
85608000	0.0000
85611600	0.0000
85615200	0.0000
85618800	0.0000
85622400	0.0000
85626000	0.0000
85629600	0.0000
85633200	0.0000
85636800	0.0000
85640400	0.0000
85644000	0.0000
85647600	0.0000
85651200	0.0000
85654800	0.0000
85658400	0.0000
85662000	0.0000
85665600	0.0000
85669200	0.0000
85672800	0.0000
85676400	0.0000
85680000	0.0000
85683600	0.0000
85687200	0.0000
85690800	0.0000
85694400	0.0000
85698000	0.0000
85701600	0.0000
85705200	0.0000
85708800	0.0000
85712400	0.0000
85716000	0.0000
85719600	0.0000
85723200	0.0000
85726800	0.0000
85730400	0.0000
85734000	0.0000
85737600	0.0000
85741200	0.0000
85744800	0.0000
85748400	0.0000
85752000	0.0000
85755600	0.0000
85759200	0.0000
85762800	0.0000
85766400	0.0000
85770000	0.0000
85773600	0.0000
85777200	0.0000
85780800	0.0000
85784400	0.0000
85788000	0.0000
85791600	0.0000
85795200	0.0000
85798800	0.0000
85802400	0.0000
85806000	0.0000
85809600	0.0000
85813200	0.0000
85816800	0.0000
85820400	0.0000
85824000	0.0000
85827600	0.0000
85831200	0.0000
85834800	0.0000
85838400	0.0000
85842000	0.0000
85845600	0.0000
85849200	0.0000
85852800	0.0000
85856400	0.0000
85860000	0.0000
85863600	0.0000
85867200	0.0000
85870800	0.0000
85874400	0.0000
85878000	0.0000
85881600	0.0076
85885200	0.0003
85888800	0.0005
85892400	0.0007
85896000	0.0032
85899600	0.0101
85903200	0.0188
85906800	0.0270
85910400	0.0414
85914000	0.0509
85917600	0.0549
85921200	0.0596
85924800	0.0695
85928400	0.0926
85932000	0.1147
85935600	0.1293
85939200	0.1374
85942800	0.1498
85946400	0.1639
85950000	0.1804
85953600	0.2008
85957200	0.2192
85960800	0.2313
85964400	0.2362
85968000	0.0000
85971600	0.0000
85975200	0.0000
85978800	0.0000
85982400	0.0000
85986000	0.0000
85989600	0.0000
85993200	0.0000
85996800	0.0000
86000400	0.0000
86004000	0.0000
86007600	0.0000
86011200	0.0000
86014800	0.0000
86018400	0.0000
86022000	0.0000
86025600	0.0000
86029200	0.0000
86032800	0.0000
86036400	0.0000
86040000	0.0000
86043600	0.0000
86047200	0.0000
86050800	0.0000
86054400	0.0000
86058000	0.0000
86061600	0.0000
86065200	0.0000
86068800	0.0000
86072400	0.0000
86076000	0.0000
86079600	0.0000
86083200	0.0000
86086800	0.0000
86090400	0.0000
86094000	0.0000
86097600	0.0000
86101200	0.0000
86104800	0.0000
86108400	0.0000
86112000	0.0000
86115600	0.0000
86119200	0.0000
86122800	0.0000
86126400	0.0000
86130000	0.0000
86133600	0.0000
86137200	0.0000
86140800	0.0000
86144400	0.0000
86148000	0.0000
86151600	0.0000
86155200	0.0000
86158800	0.0000
86162400	0.0000
86166000	0.0000
86169600	0.0005
86173200	0.0010
86176800	0.0025
86180400	0.0055
86184000	0.0100
86187600	0.0124
86191200	0.0139
86194800	0.0148
86198400	0.0154
86202000	0.0157
86205600	0.0159
86209200	0.0159
86212800	0.0161
86216400	0.0167
86220000	0.0188
86223600	0.0249
86227200	0.0000
86230800	0.0000
86234400	0.0000
86238000	0.0000
86241600	0.0000
86245200	0.0000
86248800	0.0000
86252400	0.0000
86256000	0.0000
86259600	0.0000
86263200	0.0000
86266800	0.0000
86270400	0.0000
86274000	0.0000
86277600	0.0000
86281200	0.0000
86284800	0.0000
86288400	0.0000
86292000	0.0000
86295600	0.0000
86299200	0.0000
86302800	0.0000
86306400	0.0000
86310000	0.0000
86313600	0.3936
86317200	0.0000
86320800	0.0000
86324400	0.0000
86328000	0.0000
86331600	0.0000
86335200	0.0000
86338800	0.0000
86342400	0.0000
86346000	0.0000
86349600	0.0000
86353200	0.0000
86356800	0.0000
86360400	0.0000
86364000	0.0000
86367600	0.0000
86371200	0.0000
86374800	0.0000
86378400	0.0000
86382000	0.0013
86385600	0.0013
86389200	0.0013
86392800	0.0013
86396400	0.0013
86400000	0.0003
86403600	0.0019
86407200	0.0144
86410800	0.0202
86414400	0.0311
86418000	0.0645
86421600	0.0921
86425200	0.0924
86428800	0.0924
86432400	0.0924
86436000	0.0924
86439600	0.0924
86443200	0.0924
86446800	0.0924
86450400	0.0924
86454000	0.0924
86457600	0.0927
86461200	0.0927
86464800	0.0927
86468400	0.0930
86472000	0.0930
86475600	0.0930
86479200	0.0930
86482800	0.0934
86486400	0.0044
86490000	0.0000
86493600	0.0001
86497200	0.0005
86500800	0.0050
86504400	0.0182
86508000	0.0363
86511600	0.0577
86515200	0.0736
86518800	0.0810
86522400	0.0869
86526000	0.0890
86529600	0.0904
86533200	0.0911
86536800	0.0914
86540400	0.0916
86544000	0.0921
86547600	0.0933
86551200	0.0955
86554800	0.0976
86558400	0.1007
86562000	0.1011
86565600	0.1012
86569200	0.1012
86572800	0.0000
86576400	0.0000
86580000	0.0000
86583600	0.0000
86587200	0.0000
86590800	0.0000
86594400	0.0000
86598000	0.0000
86601600	0.0000
86605200	0.0000
86608800	0.0000
86612400	0.0000
86616000	0.0000
86619600	0.0000
86623200	0.0000
86626800	0.0000
86630400	0.0000
86634000	0.0000
86637600	0.0000
86641200	0.0000
86644800	0.0000
86648400	0.0000
86652000	0.0000
86655600	0.0000
86659200	0.0000
86662800	0.0000
86666400	0.0000
86670000	0.0000
86673600	0.0005
86677200	0.0082
86680800	0.0309
86684400	0.0639
86688000	0.0995
86691600	0.1237
86695200	0.1424
86698800	0.1556
86702400	0.1623
86706000	0.1644
86709600	0.1648
86713200	0.1649
86716800	0.1649
86720400	0.1649
86724000	0.1649
86727600	0.1649
86731200	0.1649
86734800	0.1649
86738400	0.1649
86742000	0.1649
86745600	0.0000
86749200	0.0000
86752800	0.0000
86756400	0.0000
86760000	0.0000
86763600	0.0000
86767200	0.0000
86770800	0.0000
86774400	0.0000
86778000	0.0000
86781600	0.0000
86785200	0.0000
86788800	0.0000
86792400	0.0000
86796000	0.0000
86799600	0.0000
86803200	0.0000
86806800	0.0000
86810400	0.0000
86814000	0.0000
86817600	0.0000
86821200	0.0000
86824800	0.0000
86828400	0.0000
86832000	0.0000
86835600	0.0000
86839200	0.0000
86842800	0.0000
86846400	0.0000
86850000	0.0000
86853600	0.0000
86857200	0.0000
86860800	0.0000
86864400	0.0000
86868000	0.0000
86871600	0.0000
86875200	0.0000
86878800	0.0000
86882400	0.0000
86886000	0.0000
86889600	0.0000
86893200	0.0000
86896800	0.0000
86900400	0.0000
86904000	0.0000
86907600	0.0000
86911200	0.0000
86914800	0.0000
86918400	0.0000
86922000	0.0000
86925600	0.0000
86929200	0.0000
86932800	0.0000
86936400	0.0000
86940000	0.0000
86943600	0.0000
86947200	0.0000
86950800	0.0000
86954400	0.0000
86958000	0.0000
86961600	0.0000
86965200	0.0000
86968800	0.0000
86972400	0.0000
86976000	0.0000
86979600	0.0000
86983200	0.0000
86986800	0.0000
86990400	0.0000
86994000	0.0000
86997600	0.0000
87001200	0.0000
87004800	0.0000
87008400	0.0000
87012000	0.0000
87015600	0.0000
87019200	0.0000
87022800	0.0000
87026400	0.0000
87030000	0.0000
87033600	0.0000
87037200	0.0000
87040800	0.0000
87044400	0.0000
87048000	0.0000
87051600	0.0000
87055200	0.0000
87058800	0.0000
87062400	0.0000
87066000	0.0000
87069600	0.0000
87073200	0.0000
87076800	0.0000
87080400	0.0000
87084000	0.0000
87087600	0.0000
87091200	0.0000
87094800	0.0000
87098400	0.0000
87102000	0.0000
87105600	0.0000
87109200	0.0000
87112800	0.0000
87116400	0.0000
87120000	0.0000
87123600	0.0000
87127200	0.0000
87130800	0.0000
87134400	0.0000
87138000	0.0000
87141600	0.0000
87145200	0.0000
87148800	0.0000
87152400	0.0000
87156000	0.0000
87159600	0.0000
87163200	0.0000
87166800	0.0000
87170400	0.0000
87174000	0.0000
87177600	0.0000
87181200	0.0000
87184800	0.0000
87188400	0.0000
87192000	0.0000
87195600	0.0000
87199200	0.0000
87202800	0.0000
87206400	0.0000
87210000	0.0000
87213600	0.0000
87217200	0.0000
87220800	0.0000
87224400	0.0000
87228000	0.0000
87231600	0.0000
87235200	0.0000
87238800	0.0000
87242400	0.0000
87246000	0.0000
87249600	0.0000
87253200	0.0000
87256800	0.0000
87260400	0.0000
87264000	0.0000
87267600	0.0000
87271200	0.0000
87274800	0.0000
87278400	0.0000
87282000	0.0000
87285600	0.0000
87289200	0.0000
87292800	0.0000
87296400	0.0000
87300000	0.0000
87303600	0.0000
87307200	0.0000
87310800	0.0000
87314400	0.0000
87318000	0.0000
87321600	0.0000
87325200	0.0000
87328800	0.0000
87332400	0.0000
87336000	0.0000
87339600	0.0000
87343200	0.0000
87346800	0.0000
87350400	0.0000
87354000	0.0000
87357600	0.0000
87361200	0.0000
87364800	0.0000
87368400	0.0000
87372000	0.0000
87375600	0.0000
87379200	0.0000
87382800	0.0000
87386400	0.0000
87390000	0.0000
87393600	0.0000
87397200	0.0000
87400800	0.0000
87404400	0.0000
87408000	0.0000
87411600	0.0000
87415200	0.0000
87418800	0.0000
87422400	0.0000
87426000	0.0000
87429600	0.0000
87433200	0.0000
87436800	0.0000
87440400	0.0000
87444000	0.0000
87447600	0.0000
87451200	0.0000
87454800	0.0000
87458400	0.0000
87462000	0.0000
87465600	0.0000
87469200	0.0000
87472800	0.0000
87476400	0.0000
87480000	0.0000
87483600	0.0000
87487200	0.0000
87490800	0.0000
87494400	0.0000
87498000	0.0000
87501600	0.0000
87505200	0.0000
87508800	0.0000
87512400	0.0000
87516000	0.0000
87519600	0.0000
87523200	0.0000
87526800	0.0000
87530400	0.0000
87534000	0.0000
87537600	0.0000
87541200	0.0000
87544800	0.0000
87548400	0.0000
87552000	0.0000
87555600	0.0000
